stage,fate,area1,area2,class,action,location
juvenile,juvenile,1.74,6.85,porites astreoides,grow,m
juvenile,juvenile,9.28,16.64,porites astreoides,grow,m
juvenile,juvenile,3.9,4.78,porites astreoides,grow,m
juvenile,juvenile,0.92,2.5,porites astreoides,grow,m
juvenile,juvenile,13.47,21.74,porites astreoides,n/s,m
juvenile,juvenile,4.56,21.74,porites astreoides,n/s,m
juvenile,juvenile,15.77,44.18,porites astreoides,n/s,m
juvenile,juvenile,15.64,44.18,porites astreoides,n/s,m
adult,adult,209.76,216.27,porites astreoides,same,m
adult,adult,770.19,787.71,dlab,same,m
adult,adult,156.26,152.09,dlab,same,m
adult,adult,107.68,106.49,dlab,same,m
adult,adult,108.52,109.34,porites astreoides,same,m
adult,adult,167.9,172.85,porites astreoides,same,m
adult,adult,183.93,192.94,porites astreoides,same,m
juvenile,juvenile,1.19,0.9,porites astreoides,shrink,m
adult,adult,156.82,127.54,dlab,shrink,m
adult,adult,220.57,197.22,porites astreoides,shrink,m
adult,juvenile,220.57,9.67,porites astreoides,shrink,m
adult,adult,182.67,164.32,porites astreoides,shrink,m
adult,adult,180.43,139.59,porites astreoides,shrink,m
juvenile,juvenile,21.02,8.32,porites astreoides,shrink,m
juvenile,juvenile,7.12,6.2,porites astreoides,shrink,m
NA,juvenile,0,3.07,porites astreoides,born,m
NA,juvenile,0,2.49,porites astreoides,born,m
NA,juvenile,0,2.35,porites astreoides,born,m
juvenile,juvenile,15.6,17.83,porites astreoides,grow,m
intermediate,intermediate,58,61.99,porites astreoides,grow,m
intermediate,intermediate,76.3,97.05,porites astreoides,grow,m
juvenile,juvenile,10.58,17.14,porites astreoides,grow,m
juvenile,juvenile,34.59,47.9,porites astreoides,grow,m
adult,adult,154.18,161.93,porites astreoides,grow,m
juvenile,juvenile,15.32,31.08,porites astreoides,grow,m
intermediate,intermediate,82.33,91.31,porites astreoides,grow,m
intermediate,adult,84.28,110.04,porites astreoides,grow,m
juvenile,juvenile,29.67,34.72,porites astreoides,grow,m
adult,adult,112.08,161.15,porites astreoides,grow,m
juvenile,juvenile,3.73,6.68,porites astreoides,grow,m
juvenile,intermediate,44.39,56.73,porites astreoides,grow,m
juvenile,juvenile,15.21,20.54,porites astreoides,grow,m
juvenile,juvenile,3.08,4.38,porites astreoides,grow,m
juvenile,juvenile,1.22,2.18,porites astreoides,grow,m
juvenile,juvenile,29.41,29.1,porites astreoides,same,m
juvenile,juvenile,40.85,41.57,porites astreoides,same,m
juvenile,juvenile,48.7,49.73,porites astreoides,same,m
juvenile,juvenile,16.89,14.38,porites astreoides,shrink,m
intermediate,intermediate,95.98,89.14,porites astreoides,shrink,m
juvenile,juvenile,22.33,18.61,porites astreoides,shrink,m
juvenile,juvenile,8.35,6.86,porites astreoides,shrink,m
juvenile,juvenile,30.29,24.33,porites astreoides,shrink,m
intermediate,intermediate,61.3,54.82,porites astreoides,shrink,m
intermediate,intermediate,78.43,72.63,porites astreoides,shrink,m
juvenile,juvenile,33.6,13.41,porites astreoides,shrink,m
juvenile,juvenile,36.48,30.05,porites astreoides,shrink,m
intermediate,intermediate,84.77,64.52,porites astreoides,shrink,m
juvenile,juvenile,31.88,23.97,porites astreoides,shrink,m
adult,adult,146.68,113.49,dlab,shrink,m
intermediate,intermediate,99.99,79.08,dlab,shrink,m
NA,juvenile,0,0.69,porites astreoides,born,m
NA,juvenile,0,3.17,porites astreoides,born,m
NA,juvenile,0,2.24,porites astreoides,born,m
NA,juvenile,0,3.52,porites astreoides,born,m
NA,juvenile,0,1.37,porites astreoides,born,m
juvenile,dead,10.2,0,porites astreoides,dead,m
adult,adult,144.31,172.18,porites astreoides,grow,m
adult,adult,217.28,231.84,porites astreoides,grow,m
juvenile,juvenile,23.15,29.62,porites astreoides,grow,m
juvenile,juvenile,18.52,30.55,porites astreoides,grow,m
adult,adult,159.79,171.42,porites astreoides,grow,m
juvenile,intermediate,36.9,50.44,porites astreoides,grow,m
intermediate,intermediate,55.76,66.66,porites astreoides,grow,m
adult,adult,165.33,222.62,porites astreoides,grow,m
juvenile,adult,9.52,165.47,porites astreoides,grow,m
adult,adult,141.84,165.47,porites astreoides,grow,m
juvenile,intermediate,40.8,50.26,porites astreoides,grow,m
adult,adult,144.15,171.68,porites astreoides,grow,m
adult,adult,107.89,122.26,porites astreoides,grow,m
intermediate,intermediate,54.91,65.79,porites astreoides,grow,m
juvenile,juvenile,21.67,38.87,porites astreoides,grow,m
adult,adult,148.03,161.18,porites astreoides,grow,m
juvenile,juvenile,25.82,39.17,porites astreoides,grow,m
juvenile,juvenile,12.49,18.17,porites astreoides,grow,m
juvenile,juvenile,14.4,15.63,porites astreoides,grow,m
intermediate,intermediate,76.86,93.29,porites astreoides,grow,m
juvenile,juvenile,10.15,17.56,porites astreoides,grow,m
intermediate,intermediate,78.45,86.79,porites astreoides,grow,m
adult,adult,138.26,162.59,porites astreoides,grow,m
intermediate,intermediate,56.71,68.89,porites astreoides,grow,m
juvenile,juvenile,19.72,27.25,porites astreoides,grow,m
juvenile,juvenile,3.54,8.44,porites astreoides,grow,m
juvenile,juvenile,19.19,22.98,porites astreoides,grow,m
juvenile,juvenile,35.79,47.28,porites astreoides,grow,m
intermediate,intermediate,61.37,73.11,porites astreoides,grow,m
juvenile,juvenile,30.97,49.99,porites astreoides,grow,m
intermediate,intermediate,66.92,86.31,porites astreoides,grow,m
juvenile,juvenile,28.42,37.93,porites astreoides,grow,m
intermediate,adult,82.29,101.77,porites astreoides,grow,m
juvenile,juvenile,26.71,33.54,porites astreoides,grow,m
juvenile,juvenile,10.64,22.67,porites astreoides,grow,m
juvenile,juvenile,7.65,11.81,porites astreoides,grow,m
juvenile,juvenile,4.52,9.24,porites astreoides,grow,m
juvenile,juvenile,13.24,24.52,porites astreoides,grow,m
intermediate,intermediate,51.36,55.95,porites astreoides,grow,m
juvenile,juvenile,5.71,11.06,porites astreoides,grow,m
juvenile,juvenile,12.29,15.11,porites astreoides,grow,m
juvenile,juvenile,2.88,8.49,porites astreoides,grow,m
intermediate,adult,76.26,104.24,porites astreoides,grow,m
juvenile,juvenile,12.9,17.83,porites astreoides,grow,m
juvenile,juvenile,0.73,2.02,porites astreoides,grow,m
juvenile,juvenile,15.78,15.45,porites astreoides,same,m
intermediate,intermediate,51.64,51.39,porites astreoides,same,m
adult,adult,338.03,327.45,dlab,same,m
adult,intermediate,101.22,99.43,dlab,same,m
juvenile,juvenile,27.48,27.71,porites astreoides,same,m
juvenile,juvenile,13.67,13.15,porites astreoides,same,m
juvenile,juvenile,18.33,14.14,porites astreoides,shrink,m
adult,adult,171.97,125.33,porites astreoides,shrink,m
intermediate,intermediate,63.07,51.51,porites astreoides,shrink,m
intermediate,juvenile,67.25,41.02,porites astreoides,shrink,m
intermediate,intermediate,70.07,58.43,porites astreoides,shrink,m
juvenile,juvenile,45.11,31.08,porites astreoides,shrink,m
adult,intermediate,113.13,65.04,porites astreoides,shrink,m
adult,adult,177.38,159.35,porites astreoides,shrink,m
juvenile,juvenile,5.8,4.24,porites astreoides,shrink,m
juvenile,juvenile,44.92,32.37,porites astreoides,shrink,m
intermediate,juvenile,62.6,40.26,porites astreoides,shrink,m
intermediate,intermediate,91.62,71.65,dlab,shrink,m
NA,juvenile,0,1.57,porites astreoides,born,m
NA,juvenile,0,1.28,porites astreoides,born,m
NA,juvenile,0,2.77,porites astreoides,born,m
NA,juvenile,0,2.03,porites astreoides,born,m
NA,juvenile,0,2.21,porites astreoides,born,m
NA,juvenile,0,3.53,porites astreoides,born,m
NA,juvenile,0,3.04,porites astreoides,born,m
intermediate,dead,53.19,0,porites astreoides,dead,m
juvenile,dead,28.73,0,porites astreoides,dead,m
intermediate,intermediate,58.58,91.09,porites astreoides,grow,m
juvenile,juvenile,15.93,20.42,porites astreoides,grow,m
juvenile,juvenile,4.68,7.09,porites astreoides,grow,m
juvenile,juvenile,8.97,10.31,porites astreoides,grow,m
juvenile,intermediate,38.12,54.76,porites astreoides,grow,m
juvenile,intermediate,44.98,60.71,porites astreoides,grow,m
intermediate,adult,88.75,100.38,porites astreoides,grow,m
adult,adult,118.35,137.15,porites astreoides,grow,m
juvenile,juvenile,44.25,49.93,porites astreoides,grow,m
juvenile,juvenile,22.32,25.71,porites astreoides,grow,m
juvenile,juvenile,2.49,3.67,porites astreoides,grow,m
juvenile,juvenile,6.56,31.22,porites astreoides,grow,m
juvenile,juvenile,12.71,31.22,porites astreoides,grow,m
intermediate,intermediate,61.79,66.95,porites astreoides,grow,m
intermediate,intermediate,77.45,85.71,porites astreoides,grow,m
juvenile,juvenile,26.58,31.94,porites astreoides,grow,m
juvenile,juvenile,26.67,44.41,porites astreoides,grow,m
adult,adult,154.59,170.41,porites astreoides,grow,m
juvenile,juvenile,27.12,42.98,porites astreoides,grow,m
intermediate,adult,68.39,101.4,porites astreoides,grow,m
intermediate,intermediate,51.59,59.5,porites astreoides,grow,m
juvenile,juvenile,19.22,38.88,porites astreoides,grow,m
juvenile,intermediate,37.82,71.44,porites astreoides,grow,m
intermediate,intermediate,74.67,99.77,porites astreoides,grow,m
intermediate,intermediate,84.92,92.07,porites astreoides,grow,m
juvenile,juvenile,4.57,12.96,porites astreoides,grow,m
juvenile,juvenile,1.3,4.12,porites astreoides,grow,m
juvenile,juvenile,11.56,15.21,porites astreoides,grow,m
juvenile,juvenile,2.08,5.54,porites astreoides,grow,m
juvenile,juvenile,4.76,8.33,porites astreoides,grow,m
juvenile,juvenile,2.93,5.24,porites astreoides,grow,m
juvenile,juvenile,4.04,13.55,porites astreoides,grow,m
juvenile,juvenile,10.67,13.58,porites astreoides,grow,m
juvenile,juvenile,2.3,2.91,porites astreoides,grow,m
juvenile,intermediate,25.15,58.74,porites astreoides,grow,m
juvenile,intermediate,42.32,50.22,porites astreoides,grow,m
juvenile,juvenile,19.35,21.81,porites astreoides,grow,m
intermediate,intermediate,58.28,74.33,porites astreoides,grow,m
juvenile,juvenile,2.21,3.87,porites astreoides,grow,m
juvenile,juvenile,4.47,13.04,porites astreoides,grow,m
juvenile,juvenile,0.85,2.41,porites astreoides,grow,m
juvenile,juvenile,2.48,5.38,porites astreoides,grow,m
juvenile,juvenile,7.6,13.27,porites astreoides,grow,m
juvenile,juvenile,1.68,2.68,porites astreoides,grow,m
juvenile,juvenile,2.56,2.88,porites astreoides,grow,m
adult,adult,180.97,185.67,porites astreoides,same,m
juvenile,juvenile,16.79,16.91,porites astreoides,same,m
adult,adult,168.24,172.27,porites astreoides,same,m
intermediate,intermediate,62.36,64.49,porites astreoides,same,m
intermediate,intermediate,62.09,60.77,porites astreoides,same,m
juvenile,juvenile,41.75,42.09,porites astreoides,same,m
intermediate,intermediate,76.23,76.6,porites astreoides,same,m
juvenile,juvenile,19.56,16.29,porites astreoides,shrink,m
juvenile,juvenile,13.41,8.68,porites astreoides,shrink,m
juvenile,juvenile,46.52,24.8,porites astreoides,shrink,m
intermediate,juvenile,55.12,26.82,porites astreoides,shrink,m
juvenile,juvenile,43.11,15.17,porites astreoides,shrink,m
adult,adult,650.36,573.6,dlab,shrink,m
intermediate,intermediate,97.18,70.86,dlab,shrink,m
NA,juvenile,0,2.92,porites astreoides,born,m
NA,juvenile,0,1.47,porites astreoides,born,m
NA,juvenile,0,1.38,porites astreoides,born,m
NA,juvenile,0,2.33,porites astreoides,born,m
NA,juvenile,0,2.07,porites astreoides,born,m
NA,juvenile,0,2.16,porites astreoides,born,m
NA,juvenile,0,1.1,porites astreoides,born,m
NA,juvenile,0,2.75,porites astreoides,born,m
NA,juvenile,0,2.33,porites astreoides,born,m
NA,juvenile,0,1.38,porites astreoides,born,m
NA,juvenile,0,2.43,porites astreoides,born,m
NA,juvenile,0,3.15,porites astreoides,born,m
NA,juvenile,0,3.16,porites astreoides,born,m
NA,juvenile,0,1.78,porites astreoides,born,m
NA,juvenile,0,1.05,porites astreoides,born,m
NA,juvenile,0,1.31,porites astreoides,born,m
NA,juvenile,0,0.85,porites astreoides,born,m
NA,juvenile,0,1.1,porites astreoides,born,m
NA,juvenile,0,2.17,porites astreoides,born,m
NA,juvenile,0,2.28,porites astreoides,born,m
NA,juvenile,0,2.05,porites astreoides,born,m
NA,juvenile,0,0.68,porites astreoides,born,m
NA,juvenile,0,2.88,porites astreoides,born,m
NA,juvenile,0,3.68,porites astreoides,born,m
NA,juvenile,0,3.3,porites astreoides,born,m
NA,juvenile,0,1.66,porites astreoides,born,m
NA,juvenile,0,2.24,porites astreoides,born,m
NA,juvenile,0,2.68,porites astreoides,born,m
NA,juvenile,0,2.27,porites astreoides,born,m
NA,juvenile,0,3.41,porites astreoides,born,m
juvenile,juvenile,32.73,36.67,porites astreoides,grow,m
juvenile,intermediate,46.31,52.63,porites astreoides,grow,m
juvenile,intermediate,36.61,77.45,porites astreoides,grow,m
juvenile,juvenile,4.9,7.3,porites astreoides,grow,m
juvenile,juvenile,41.05,49.35,porites astreoides,grow,m
juvenile,juvenile,5.45,15.37,porites astreoides,grow,m
juvenile,juvenile,15.76,23.07,porites astreoides,grow,m
juvenile,juvenile,4.68,8.34,porites astreoides,grow,m
juvenile,juvenile,20.36,27.58,porites astreoides,grow,m
juvenile,juvenile,21.68,43.41,porites astreoides,grow,m
juvenile,juvenile,2.98,4.35,porites astreoides,grow,m
juvenile,juvenile,26.16,28.4,porites astreoides,grow,m
juvenile,juvenile,16.27,26.47,porites astreoides,grow,m
juvenile,juvenile,23.88,29.03,porites astreoides,grow,m
juvenile,juvenile,38.32,49.7,porites astreoides,grow,m
intermediate,adult,98.87,141.51,porites astreoides,grow,m
intermediate,intermediate,50.18,64.93,porites astreoides,grow,m
juvenile,juvenile,22.62,29.97,porites astreoides,grow,m
juvenile,juvenile,4.82,9.29,porites astreoides,grow,m
intermediate,intermediate,81.27,98.45,porites astreoides,grow,m
juvenile,juvenile,1.27,2.05,porites astreoides,grow,m
juvenile,juvenile,21.93,36.44,porites astreoides,grow,m
intermediate,intermediate,57.87,61.66,porites astreoides,grow,m
juvenile,intermediate,42.01,66.37,porites astreoides,grow,m
juvenile,juvenile,24.29,46.53,porites astreoides,grow,m
juvenile,intermediate,22.79,52.33,porites astreoides,grow,m
juvenile,juvenile,6.4,12.97,porites astreoides,grow,m
adult,adult,130.96,153.7,porites astreoides,grow,m
adult,adult,119.74,132.29,porites astreoides,grow,m
juvenile,juvenile,38.59,49.51,dlab,grow,m
juvenile,intermediate,37.36,68.14,porites astreoides,grow,m
juvenile,juvenile,39.05,41.92,porites astreoides,grow,m
juvenile,juvenile,13.77,23.83,porites astreoides,grow,m
intermediate,intermediate,70.12,77.75,porites astreoides,grow,m
juvenile,juvenile,24.14,28.83,porites astreoides,grow,m
juvenile,juvenile,1.26,7.04,porites astreoides,grow,m
juvenile,juvenile,8.73,20.41,porites astreoides,grow,m
juvenile,juvenile,1.07,2.34,porites astreoides,grow,m
juvenile,intermediate,37.49,57.58,porites astreoides,grow,m
juvenile,juvenile,0.55,1.29,porites astreoides,grow,m
juvenile,juvenile,2.42,3.53,porites astreoides,grow,m
juvenile,juvenile,2.45,3.53,porites astreoides,grow,m
juvenile,juvenile,8.14,11.45,porites astreoides,grow,m
juvenile,juvenile,13.94,27.01,porites astreoides,grow,m
juvenile,juvenile,3.64,6.17,porites astreoides,grow,m
juvenile,juvenile,3.54,3.81,porites astreoides,grow,m
juvenile,juvenile,2.59,8.36,porites astreoides,grow,m
juvenile,juvenile,2.11,5.69,porites astreoides,grow,m
juvenile,juvenile,21.19,21.91,porites astreoides,same,m
juvenile,juvenile,35.9,36.45,porites astreoides,same,m
intermediate,intermediate,52.04,50.49,porites astreoides,same,m
adult,adult,243.87,239.92,porites astreoides,same,m
adult,adult,108.04,103.79,porites astreoides,same,m
adult,adult,192.38,190.66,porites astreoides,same,m
adult,intermediate,335.49,61.66,porites astreoides,shrink,m
adult,juvenile,335.49,11.54,porites astreoides,shrink,m
adult,adult,335.49,166,porites astreoides,shrink,m
juvenile,juvenile,9.19,7.72,porites astreoides,shrink,m
intermediate,intermediate,95.93,86.75,porites astreoides,shrink,m
juvenile,juvenile,33.17,31.09,porites astreoides,shrink,m
juvenile,juvenile,15.08,8.89,porites astreoides,shrink,m
juvenile,juvenile,15.08,3.65,porites astreoides,shrink,m
juvenile,juvenile,35.78,29.47,porites astreoides,shrink,m
juvenile,juvenile,11.94,5.53,porites astreoides,shrink,m
juvenile,juvenile,21.2,18.97,porites astreoides,shrink,m
intermediate,intermediate,99.91,53.56,porites astreoides,shrink,m
juvenile,juvenile,38.58,26.02,porites astreoides,shrink,m
intermediate,juvenile,50.51,45.23,porites astreoides,shrink,m
juvenile,juvenile,3.12,2.27,porites astreoides,shrink,m
juvenile,juvenile,14.05,7.56,porites astreoides,shrink,m
NA,juvenile,0,2.25,porites astreoides,born,m
NA,juvenile,0,1.89,porites astreoides,born,m
NA,juvenile,0,0.44,porites astreoides,born,m
NA,juvenile,0,2.63,porites astreoides,born,m
NA,juvenile,0,2.63,porites astreoides,born,m
NA,juvenile,0,1.41,porites astreoides,born,m
NA,juvenile,0,2.94,porites astreoides,born,m
NA,juvenile,0,1.03,porites astreoides,born,m
NA,juvenile,0,0.74,porites astreoides,born,m
NA,juvenile,0,1.26,porites astreoides,born,m
NA,juvenile,0,0.73,porites astreoides,born,m
NA,juvenile,0,1.07,porites astreoides,born,m
NA,juvenile,0,2.09,porites astreoides,born,m
NA,juvenile,0,3.29,porites astreoides,born,m
NA,juvenile,0,2.1,porites astreoides,born,m
NA,juvenile,0,3.1,porites astreoides,born,m
NA,juvenile,0,3,porites astreoides,born,m
NA,juvenile,0,3.24,porites astreoides,born,m
NA,juvenile,0,0.92,porites astreoides,born,m
NA,juvenile,0,2.19,porites astreoides,born,m
NA,juvenile,0,2.82,porites astreoides,born,m
NA,juvenile,0,2.1,porites astreoides,born,m
NA,juvenile,0,3.68,porites astreoides,born,m
NA,juvenile,0,2.8,porites astreoides,born,m
NA,juvenile,0,2.86,porites astreoides,born,m
NA,juvenile,0,2.23,porites astreoides,born,m
adult,dead,122.3,0,porites astreoides,dead,m
adult,dead,140.85,0,porites astreoides,dead,m
juvenile,dead,30.92,0,porites astreoides,dead,m
juvenile,dead,11.98,0,porites astreoides,dead,m
juvenile,dead,6.14,0,porites astreoides,dead,m
adult,adult,140.71,156.95,porites astreoides,grow,m
juvenile,juvenile,7.62,11.47,porites astreoides,grow,m
juvenile,juvenile,11.69,20.7,porites astreoides,grow,m
intermediate,intermediate,53.75,59.76,porites astreoides,grow,m
juvenile,juvenile,30.63,41.05,porites astreoides,grow,m
juvenile,juvenile,4.66,9.76,porites astreoides,grow,m
juvenile,juvenile,10.04,12.49,porites astreoides,grow,m
intermediate,intermediate,85.19,90.84,porites astreoides,grow,m
juvenile,juvenile,29.46,37.77,porites astreoides,grow,m
adult,adult,219.09,230.13,porites astreoides,grow,m
intermediate,adult,95.31,107.28,porites astreoides,grow,m
intermediate,intermediate,53.05,63.51,porites astreoides,grow,m
juvenile,juvenile,6.81,19.89,porites astreoides,grow,m
juvenile,juvenile,14.99,22.57,porites astreoides,grow,m
juvenile,intermediate,39.81,50.84,porites astreoides,grow,m
juvenile,juvenile,8.84,18.38,porites astreoides,grow,m
adult,adult,112.4,128.03,porites astreoides,grow,m
juvenile,juvenile,16.8,22.19,porites astreoides,grow,m
juvenile,juvenile,15.44,19.55,porites astreoides,grow,m
adult,adult,142.23,159.88,porites astreoides,grow,m
intermediate,intermediate,60.74,80.89,porites astreoides,grow,m
adult,adult,146.85,167,porites astreoides,grow,m
juvenile,juvenile,8.5,10.6,porites astreoides,grow,m
